小韻號,韻部原貌,最簡描述,反切覈校前,反切,字頭覈校前,字頭,釋義,釋義補充,圖片id
2583,問,曉文去,許運,,鐼,,鐵類,,去29左
2584,問,滂文去,匹問,,湓,,含水潠也匹問切四,,去29左
2584,問,滂文去,匹問,,忿,,怒也,,去29左
2584,問,滂文去,匹問,,魵,,小魚,,去29左
2584,問,滂文去,匹問,,瀵,,水浸也又音奮,,去29左
2585,問,幫文去,方問,,糞,,穢也方問切八,,去29左
2585,問,幫文去,方問,,𥻔,,上同,穢也方問切八,去29左
2585,問,幫文去,方問,,𡊅,,𡊅掃除也,,去29左
2585,問,幫文去,方問,,拚,,上同見禮,𡊅掃除也,去29左
2585,問,幫文去,方問,,僨,,僵也,,去29左
2585,問,幫文去,方問,,奮,,揚也鳥張毛羽奮奞也又姓左傳楚有司馬奮揚,,去29左
2585,問,幫文去,方問,,瀵,,水名有三眼一在蒲州泉眼大如車輪濆沸湧出一在同州界夾黃河一在河中央皆潛通大小並相似俱深不測又音湓,,去29左
2585,問,幫文去,方問,,㱵,,殨也,,去29左
2586,問,影文去,於問,,醖,醞,醞釀於問切又於刎切四,,去29左
2586,問,影文去,於問,,愠,慍,怒也,,去29左
2586,問,影文去,於問,,緼,縕,亂麻,,去29左
2586,問,影文去,於問,,蕰,薀,習也俗作蘊又音上聲,,去29左
2587,問,見文去,居運,,攈,,說文拾也居運切五,,去29左
2587,問,見文去,居運,,捃,,上同,說文拾也居運切五,去29左
2587,問,見文去,居運,,皸,,足坼又居云切,,去29左
2587,問,見文去,居運,,𧱝,,豕求食也又衢物切,,去29左
2587,問,見文去,居運,,䝍,,小野豕名,,去29左
2588,問,羣文去,渠運,,郡,,說文曰周制天子地方千里分爲百縣縣有四郡故春秋傳曰上大夫受郡是也至秦初置三十六郡以監其縣釋名曰郡羣也人所羣聚也渠運切一,,去29左
2589,問,並文去,扶問,,分,,分劑扶問切又方文切五,,去29左
2589,問,並文去,扶問,,㿎,,㿎㾙瘡悶,,去29左
2589,問,並文去,扶問,,𢅯,,囊滿而裂,,去29左
2589,問,並文去,扶問,,秎,,穧秎穫也,,去29左
2589,問,並文去,扶問,,坋,坌,塵也又房粉切,,去29左
2590,焮,曉欣去,香靳,,焮,,火氣香靳切六,,去30右
2590,焮,曉欣去,香靳,,炘,,上同,火氣香靳切六,去30右
2590,焮,曉欣去,香靳,,㾙,,瘡中冷,,去30右
2590,焮,曉欣去,香靳,,庍,𤴾,,瘡中冷,去30右
2590,焮,曉欣去,香靳,,𦜓,,並上同,瘡中冷,去30右
2590,焮,曉欣去,香靳,,脪,,說文曰瘡肉反出也,,去30右
2591,焮,見欣去,居焮,,靳,,靳固又姓楚有大夫靳尚居焮切五,,去30右
2591,焮,見欣去,居焮,,斤,,爾雅曰明明斤斤察也又居勤切,,去30右
2591,焮,見欣去,居焮,,㧆,,覆巾名,,去30右
2591,焮,見欣去,居焮,,㨷,,說文拭也,,去30右
2591,焮,見欣去,居焮,,劤,,多力皃,,去30右
2592,焮,羣欣去,巨靳,,近,,附也巨靳切又巨隱切一,,去30右
2593,焮,影欣去,於靳,,㒚,,依人也於靳切八,,去30右
2593,焮,影欣去,於靳,,懚,,上同,依人也於靳切八,去30右
2593,焮,影欣去,於靳,,隱,,隈隱之皃又於謹切,,去30右
2593,焮,影欣去,於靳,,檼,,屋脊又棟也,,去30右
2593,焮,影欣去,於靳,,𤔌,,所依據也,,去30右
2593,焮,影欣去,於靳,,㥯,,說文謹也,,去30右
2593,焮,影欣去,於靳,,㶏,,水名又於覲勤切,,去30右
2593,焮,影欣去,於靳,,㡥,,㡥裹相著,,去30右
2594,焮,疑欣去,吾靳,,垽,,爾雅曰澱謂之垽吾靳切一,,去30右
2595,願,疑合元去,魚怨,,願,,欲也念也思也說文云大頭也魚怨切四,,去30右
2595,願,疑合元去,魚怨,,𩕾,,上同說文云顛頂也,欲也念也思也說文云大頭也魚怨切四,去30右
2595,願,疑合元去,魚怨,,傆,,說文黠也,,去30右
2595,願,疑合元去,魚怨,,愿,,敬也善也謹也,,去30右
2596,願,影合元去,於願,,怨,,恨也說文恚也於願切二,,去30右
2596,願,影合元去,於願,,䛄,,從也說文慰也又於阮切,,去30右
2597,願,幫元去,方願,,販,,買賤賣貴也方願切二,,去30右
2597,願,幫元去,方願,,畈,,田昄,,去30右
2598,願,溪合元去,去願,,券,,券約說文契也釋名曰券綣也相約束繾綣以限也去願切六,,去30右
2598,願,溪合元去,去願,,絭,,束腰繩也,,去30右
2598,願,溪合元去,去願,,勸,,獎勸也勉也助也教也又姓,,去30右
2598,願,溪合元去,去願,,虇,,萌荀又蘆牙,,去30右
2598,願,溪合元去,去願,,綣,,繾綣志盟又去阮切,,去30右
2598,願,溪合元去,去願,,韏,,典也又革中辨也說文又九萬切,,去30右
2599,願,明元去,無販,,万,,十千又虜三字姓二氏西魏有柱國万紐于謹周書唐瑾樊深並賜姓万紐于氏無販切十八,,去30右
2599,願,明元去,無販,,萬,,萬舞字林云萬蟲名也亦州名自漢及梁猶爲𦚧䏰縣地後魏分置萬川郡及魚泉縣武德初割信州南浦置浦州貞觀改爲萬州又姓孟軻門人萬章,,去30右
2599,願,明元去,無販,,輓,,輓車也亦作挽本又音晚,,去30左
2599,願,明元去,無販,,蔓,,瓜蔓又姓左傳楚有蔓成然,,去30左
2599,願,明元去,無販,,曼,,長也,,去30左
2599,願,明元去,無販,,蟃,,螟蛉蟲,,去30左
2599,願,明元去,無販,,鰻,,魚名,,去30左
2599,願,明元去,無販,,𨞼,,蜀有𨞼鄉,,去30左
2599,願,明元去,無販,,娩,,纂文云姓也古萬字,,去30左
2599,願,明元去,無販,,獌,,獌㹶獸長百尋說文曰狼屬也爾雅曰貙獌似狸,,去30左
2599,願,明元去,無販,,䝡,,貙獌似狸或作此䝡,,去30左
2599,願,明元去,無販,,䨲,𩆊,姓梁公子𩆊杰之後,,去30左
2599,願,明元去,無販,,𦂔,,挽舟繩也,,去30左
2599,願,明元去,無販,,贎,,贈貨,,去30左
2599,願,明元去,無販,,䡬,,戰車以遮矢也,,去30左
2599,願,明元去,無販,,㿸,,皮帨又無遠切,,去30左
2599,願,明元去,無販,,脕,,肌澤,,去30左
2599,願,明元去,無販,,鬗,,髮長,,去30左
2600,願,並元去,符万,,飯,,周書云黃帝始炊榖爲飯符万切六,,去30左
2600,願,並元去,符万,,𩚳,,上同俗又作飰,周書云黃帝始炊榖爲飯符万切六,去30左
2600,願,並元去,符万,,閞,,門欂櫨也,,去30左
2600,願,並元去,符万,,𥹇,,粉𥹇,,去30左
2600,願,並元去,符万,,㶗,,泉水,,去30左
2600,願,並元去,符万,,𧉤,,蟲名,,去30左
2601,願,滂元去,芳万,,嬎,,嬎息也一曰鳥伏乍出說文曰生子齊均也或作㛯芳万切十,,去30左
2601,願,滂元去,芳万,,㽹,,吐㽹,,去30左
2601,願,滂元去,芳万,,𨠒,,一宿酒,,去30左
2601,願,滂元去,芳万,,𡗹,,上同,一宿酒,去30左
2601,願,滂元去,芳万,,𣀔,,小舂,,去30左
2601,願,滂元去,芳万,,㤆,,急性,,去30左
2601,願,滂元去,芳万,,娩,婏,說文云兔子也婏疾也,,去30左
2601,願,滂元去,芳万,,𡚪,奿,說文云其義闕,,去30左
2601,願,滂元去,芳万,,㪻,,量也又居願切,,去30左
2601,願,滂元去,芳万,,汳,,水在睢陽,,去30左
2602,願,見開元去,居万,,建,,立也樹也至也又木名在弱水直上百仞無枝又姓楚王子建之後漢元后傳有建公又州名居万切二,,去30左
2602,願,見開元去,居万,,旔,,捷也,,去30左
2603,願,影開元去,於建,,堰,,堰水也於建切十,,去30左
2603,願,影開元去,於建,,鄢,,地名在楚,,去30左
2603,願,影開元去,於建,,郾,,上同,地名在楚,去30左
2603,願,影開元去,於建,,䞁,,引與爲價又於面切,,去30左
2603,願,影開元去,於建,,傿,,上同,引與爲價又於面切,去30左
2603,願,影開元去,於建,,褗,,郭璞云衣領也,,去30左
2603,願,影開元去,於建,,㰽,,大呼用力,,去30左
2603,願,影開元去,於建,,漹,,水名在襄陽宜城入漢江也,,去30左
2603,願,影開元去,於建,,嫣,,長皃,,去30左
2603,願,影開元去,於建,,𡙷,,說文曰大皃也,,去30左
2604,願,曉開元去,許建,,獻,,進也禮云大曰羹獻又姓風俗通有秦大夫獻則許建切四,,去30左
2604,願,曉開元去,許建,,憲,,法也又姓出姓苑,,去30左
2604,願,曉開元去,許建,,𧾨,,走意,,去30左
2604,願,曉開元去,許建,,瀗,,水名,,去30左
2605,願,曉合元去,虛願,,楥,,靴履楥又法也虛願切四,,去30左
2605,願,曉合元去,虛願,,楦,,俗,靴履楥又法也虛願切四,去30左
2605,願,曉合元去,虛願,,韗,,攻皮治鼓工也亦作䩵又音運,,去30左
2605,願,曉合元去,虛願,,𩋢,,俗,攻皮治鼓工也亦作䩵又音運,去30左
2606,願,羣開元去,渠建,,健,,伉也易曰天行健渠建切二,,去30左
2606,願,羣開元去,渠建,,腱,,筋本也,,去30左
2607,願,初合元去,芳万,叉万,𣀔,,小舂也亦作䊲叉万切一,,去30左
2608,願,云合元去,于願,,遠,,離也于願切一,,去30左
2609,願,疑開元去,語堰,,𤬝,,瓢也語堰切二,,去30左
2609,願,疑開元去,語堰,,鬳,,鬲屬,,去31右
2610,願,羣合元去,臼万,,圈,,邑名臼万切一,,去31右
2611,願,見合元去,居願,,卛,,卛物也說文曰抒滿也居願切二,,去31右
2611,願,見合元去,居願,,絭,,弦也,,去31右
2612,慁,匣魂去,胡困,,慁,,悶亂也說文憂也一曰擾也又禮云儒有不慁君王慁猶辱也亦作㥵胡困切四,,去31右
2612,慁,匣魂去,胡困,,溷,,濁也,,去31右
2612,慁,匣魂去,胡困,,俒,,全也,,去31右
2612,慁,匣魂去,胡困,,圂,,廁也一云豕所居也,,去31右
2613,慁,端魂去,都困,,頓,,說文云下首也亦姓魏志華佗傳有督郵頓子獻都困切三,,去31右
2613,慁,端魂去,都困,,扽,,撼扽,,去31右
2613,慁,端魂去,都困,,敦,,豎也又都昆徒官二切,,去31右
2614,慁,心魂去,蘇困,,巽,,卦名說文具也亦作𢁅蘇困切六,,去31右
2614,慁,心魂去,蘇困,,𩕧,顨,說文云巽也此易顨卦爲長女爲風者,,去31右
2614,慁,心魂去,蘇困,,潠,,潠水,,去31右
2614,慁,心魂去,蘇困,,𠹀,,上同,潠水,去31右
2614,慁,心魂去,蘇困,,遜,,遁也從也伏也恭也,,去31右
2614,慁,心魂去,蘇困,,愻,,順也,,去31右
2615,慁,溪魂去,苦悶,,困,,亂也逃也病之甚也悴也極也苦悶切四,,去31右
2615,慁,溪魂去,苦悶,,𣏔,,古文,亂也逃也病之甚也悴也極也苦悶切四,去31右
2615,慁,溪魂去,苦悶,,涃,,水名,,去31右
2615,慁,溪魂去,苦悶,,𩒱,,耳門又苦昆切,,去31右
2616,慁,泥魂去,奴困,,嫩,,弱也奴困切四,,去31右
2616,慁,泥魂去,奴困,,媆,,上同,弱也奴困切四,去31右
2616,慁,泥魂去,奴困,,腝,,肉腝,,去31右
2616,慁,泥魂去,奴困,,抐,,搵抐按物水中,,去31右
2617,慁,影魂去,烏困,,揾,搵,烏困切二,,去31右
2617,慁,影魂去,烏困,,䭡,,相謁食又於恨切,,去31右
2618,慁,明魂去,莫困,,悶,,說文曰懣也易曰遯世無悶莫困切二,,去31右
2618,慁,明魂去,莫困,,懣,,煩也又莫緩亡損二切,,去31右
2619,慁,從魂去,徂悶,,鐏,,說文曰柲下銅也曲禮曰進戈者前其鐏徂悶切五,,去31右
2619,慁,從魂去,徂悶,,臶,,人名魏時張臶又至也,,去31右
2619,慁,從魂去,徂悶,,栫,,木名,,去31右
2619,慁,從魂去,徂悶,,𦪚,,船底孔也,,去31右
2619,慁,從魂去,徂悶,,鱒,,魚名又魚入泥,,去31右
2620,慁,見魂去,古困,,睔,,大目露睛古困切七,,去31右
2620,慁,見魂去,古困,,睴,,視皃,,去31右
2620,慁,見魂去,古困,,琯,,玉出光也又音管,,去31右
2620,慁,見魂去,古困,,璭,,俗,玉出光也又音管,去31右
2620,慁,見魂去,古困,,㴫,,水名,,去31右
2620,慁,見魂去,古困,,𧬪,,摩人也,,去31右
2620,慁,見魂去,古困,,謴,,順言謔弄皃出聲譜,,去31右
2621,慁,滂魂去,普悶,,噴,,吐氣普悶切三,,去31右
2621,慁,滂魂去,普悶,,歕,,上同,吐氣普悶切三,去31右
2621,慁,滂魂去,普悶,,湓,,水聲,,去31右
2622,慁,定魂去,徒困,,鈍,,不利也頑也徒困切五,,去31右
2622,慁,定魂去,徒困,,遁,,逃也隱也去也,,去31右
2622,慁,定魂去,徒困,,遯,,上同,逃也隱也去也,去31右
2622,慁,定魂去,徒困,,鶨,,癡鳥,,去31右
2622,慁,定魂去,徒困,,𩔂,,𩔂顐,,去31右
2623,慁,清魂去,倉困,,寸,,說苑曰度量衡以粟生之十粟爲一分十分爲一寸十寸爲一尺家語云孔子曰布指知寸倉困切二,,去31右
2623,慁,清魂去,倉困,,䍎,,瓦器又千見切,,去31右
2624,慁,並魂去,蒲悶,,坌,,塵也亦作坋蒲悶切二,,去31右
2624,慁,並魂去,蒲悶,,𣴞,,水聲,,去31左
2625,慁,疑魂去,五困,,顐,,禿也五困切二,,去31左
2625,慁,疑魂去,五困,,諢,,玉篇云弄言,,去31左
2626,慁,來魂去,盧困,,論,,議也盧困切又虜昆切三,,去31左
2626,慁,來魂去,盧困,,溣,,水中曳船曰溣,,去31左
2626,慁,來魂去,盧困,,碖,,大小勻皃又盧本切,,去31左
2627,慁,幫魂去,甫悶,,奔,,甫悶切又音犇一,,去31左
2628,慁,曉魂去,呼悶,,惛,,迷忘也呼悶切又呼昆切一,,去31左
2629,慁,精魂去,子寸,,焌,,然火周禮云遂龡其焌子寸切三,,去31左
2629,慁,精魂去,子寸,,𩯄,,委髮也,,去31左
2629,慁,精魂去,子寸,,捘,,左傳曰涉佗捘衛侯之手,,去31左
2630,恨,匣痕去,胡艮,,恨,,怨也胡艮切一,,去31左
2631,恨,見痕去,古恨,,艮,,卦名也止也說文限也古恨切四,,去31左
2631,恨,見痕去,古恨,,茛,,草名,,去31左
2631,恨,見痕去,古恨,,珢,,石次玉,,去31左
2631,恨,見痕去,古恨,,詪,,語也,,去31左
2632,恨,疑痕去,五恨,,䭓,,飽也五恨切一,,去31左
2633,恨,影痕去,烏恨,,䭡,,䭡䭓飽也烏恨切一,,去31左
2634,翰,匣開寒去,侯旰,,翰,,鳥羽也高飛也亦詞翰說文曰天雞赤羽也又姓左傳曹大夫翰胡侯旰切二十五,,去31左
2634,翰,匣開寒去,侯旰,,捍,,抵捍,,去31左
2634,翰,匣開寒去,侯旰,,扞,,以手扞又衛也,,去31左
2634,翰,匣開寒去,侯旰,,鼾,,鼾睡,,去31左
2634,翰,匣開寒去,侯旰,,螒,,螒天雞爾雅注云小蟲黑身赤頭一名莎雞,,去31左
2634,翰,匣開寒去,侯旰,,垾,,小堤,,去31左
2634,翰,匣開寒去,侯旰,,豻,,野狗又音岸,,去31左
2634,翰,匣開寒去,侯旰,,釬,,釬金銀今相著亦作銲,,去31左
2634,翰,匣開寒去,侯旰,,汗,,熱汗,,去31左
2634,翰,匣開寒去,侯旰,,悍,,猛悍,,去31左
2634,翰,匣開寒去,侯旰,,瀚,,瀚海北海,,去31左
2634,翰,匣開寒去,侯旰,,閈,,里也居也垣也說文曰閭也門汝南平輿里門曰閈,,去31左
2634,翰,匣開寒去,侯旰,,𤿧,,射𤿧以皮𤿧臂,,去31左
2634,翰,匣開寒去,侯旰,,駻,,馬高六尺說文曰馬突也,,去31左
2634,翰,匣開寒去,侯旰,,雗,,雗鵲鷽別名,,去31左
2634,翰,匣開寒去,侯旰,,䮧,,馬毛長也,,去31左
2634,翰,匣開寒去,侯旰,,馯,,姓也,,去31左
2634,翰,匣開寒去,侯旰,,𧃙,,草名又音寒,,去31左
2634,翰,匣開寒去,侯旰,,䏷,,䑇䏷刀箭瘡藥出古兵格,,去31左
2634,翰,匣開寒去,侯旰,,忓,,善也,,去31左
2634,翰,匣開寒去,侯旰,,㢨,,拒也又關名在巫縣,,去31左
2634,翰,匣開寒去,侯旰,,矸,,磓也,,去31左
2634,翰,匣開寒去,侯旰,,㲦,,長毛,,去31左
2634,翰,匣開寒去,侯旰,,㪋,,說文止也,,去31左
2634,翰,匣開寒去,侯旰,,𩹼,,魚名,,去31左
2635,翰,透開寒去,他旦,,炭,,火炭又姓西京雜記有長安炭虯他旦切六,,去31左
2635,翰,透開寒去,他旦,,歎,,歎息,,去31左
2635,翰,透開寒去,他旦,,嘆,,上同,歎息,去31左
2635,翰,透開寒去,他旦,,湠,,湠漫水廣皃出字林,,去31左
2635,翰,透開寒去,他旦,,𣁗,,𣁗𣁜無文章皃,,去32右
2635,翰,透開寒去,他旦,,㛶,,㛶𡞟無宜適也,,去32右
2636,翰,影開寒去,烏旰,,按,,抑也止也烏旰切七,,去32右
2636,翰,影開寒去,烏旰,,案,,几屬也史記曰高祖過趙趙一張敖自持案進食又曹公作欹案臥視書又察行也考也驗也,,去32右
2636,翰,影開寒去,烏旰,,洝,,說文曰渜水也,,去32右
2636,翰,影開寒去,烏旰,,晏,,晚也又於諫切,,去32右
2636,翰,影開寒去,烏旰,,荌,,草也,,去32右
2636,翰,影開寒去,烏旰,,䢿,,里名,,去32右
2636,翰,影開寒去,烏旰,,䅁,,轢禾,,去32右
2637,翰,端開寒去,得按,,旦,,早也得按切八,,去32右
2637,翰,端開寒去,得按,,疸,,黃病,,去32右
2637,翰,端開寒去,得按,,鴠,,䳚鴠鳥名,,去32右
2637,翰,端開寒去,得按,,觛,,小觶又丁但切,,去32右
2637,翰,端開寒去,得按,,狚,,獦狚獸名似狼,,去32右
2637,翰,端開寒去,得按,,𢘇,怛,傷也,,去32右
2637,翰,端開寒去,得按,,笪,,笞也,,去32右
2637,翰,端開寒去,得按,,㡺,,小舍,,去32右
2638,翰,定開寒去,徒案,,憚,,難也又忌惡也徒案切六,,去32右
2638,翰,定開寒去,徒案,,彈,,行丸又徒丹切,,去32右
2638,翰,定開寒去,徒案,,澶,,澶漫,,去32右
2638,翰,定開寒去,徒案,,僤,,疾也周禮云句兵欲無僤,,去32右
2638,翰,定開寒去,徒案,,但,,辤也又徒亶切,,去32右
2638,翰,定開寒去,徒案,,撣,,撣觸也又徒于切,,去32右
2639,翰,見開寒去,古案,,旰,,日晚也晏也古案切十一,,去32右
2639,翰,見開寒去,古案,,榦,,楨榦築垣板,,去32右
2639,翰,見開寒去,古案,,倝,,說文曰日始出光倝倝也俗作𣉙,,去32右
2639,翰,見開寒去,古案,,幹,,莖幹又強也又姓,,去32右
2639,翰,見開寒去,古案,,杆,,檀木,,去32右
2639,翰,見開寒去,古案,,𧹳,,赤色也,,去32右
2639,翰,見開寒去,古案,,盰,,說文曰目多白也一曰張目也,,去32右
2639,翰,見開寒去,古案,,骭,,脅也,,去32右
2639,翰,見開寒去,古案,,𣵼,涆,滮滮涆涆水流疾皃,,去32右
2639,翰,見開寒去,古案,,𢁗,,布袋,,去32右
2639,翰,見開寒去,古案,,矸,,石淨,,去32右
2640,翰,疑開寒去,五旰,,岸,,水涯高者五旰切九,,去32右
2640,翰,疑開寒去,五旰,,犴,,獄也又五干切,,去32右
2640,翰,疑開寒去,五旰,,豻,,野狗,,去32右
2640,翰,疑開寒去,五旰,,頇,,頭無髮也,,去32右
2640,翰,疑開寒去,五旰,,䮗,,𩢔䮗馬行又馬白頟至脣,,去32右
2640,翰,疑開寒去,五旰,,㷳,,說文云火色也讀若鴈,,去32右
2640,翰,疑開寒去,五旰,,𡹼,,厝也,,去32右
2640,翰,疑開寒去,五旰,,喭,,弔失國又五弁切,,去32右
2640,翰,疑開寒去,五旰,,𨲊,,長大,,去32右
2641,翰,溪開寒去,苦旰,,侃,,正也苦旰切又苦旱切六,,去32右
2641,翰,溪開寒去,苦旰,,偘,,上同,正也苦旰切又苦旱切六,去32右
2641,翰,溪開寒去,苦旰,,靬,,乾革,,去32右
2641,翰,溪開寒去,苦旰,,看,,又苦干切,,去32右
2641,翰,溪開寒去,苦旰,,衎,,樂也,,去32右
2641,翰,溪開寒去,苦旰,,䳚,,䳚鴠鳥名,,去32右
2642,翰,曉開寒去,呼旰,,漢,,水名又姓姓苑云東莞人呼旰切九,,去32右
2642,翰,曉開寒去,呼旰,,暵,,日氣乾,,去32右
2642,翰,曉開寒去,呼旰,,𤳉,,耕田,,去32右
2642,翰,曉開寒去,呼旰,,熯,,火乾又人善切,,去32右
2642,翰,曉開寒去,呼旰,,䍐,,枹䍐縣在河州亦作罕枹音扶,,去32右
2642,翰,曉開寒去,呼旰,,𡅽,,呼也,,去32右
2642,翰,曉開寒去,呼旰,,𤅩,,水濡乾也,,去32右
2642,翰,曉開寒去,呼旰,,䎯,,冬耕地,,去32右
2642,翰,曉開寒去,呼旰,,厂,,山石之崖,,去32右
2643,翰,來開寒去,郎旰,,爛,,火熟又明也郎旰切七,,去32右
2643,翰,來開寒去,郎旰,,爤,,上同見說文,火熟又明也郎旰切七,去32右
2643,翰,來開寒去,郎旰,,瀾,,波也又音蘭,,去32右
2643,翰,來開寒去,郎旰,,𢒞,,粲𢒞文章皃,,去32右
2643,翰,來開寒去,郎旰,,糷,,飯相著爾雅曰摶者謂之糷,,去32右
2643,翰,來開寒去,郎旰,,鑭,,光鑭,,去32右
2643,翰,來開寒去,郎旰,,讕,,逸言又蘭嬾二音,,去32右
2644,翰,泥開寒去,奴案,,攤,,按攤也奴案切又他丹切六,,去32右
2644,翰,泥開寒去,奴案,,灘,,水奔又他丹切,,去32左
2644,翰,泥開寒去,奴案,,難,,患也又奴丹切,,去32左
2644,翰,泥開寒去,奴案,,𦍀,,縕也,,去32左
2644,翰,泥開寒去,奴案,,㬮,,說文曰安㬮溫也,,去32左
2644,翰,泥開寒去,奴案,,𢆃,,巾捫撋又塗著也,,去32左
2645,翰,清開寒去,蒼案,,粲,,鮮好皃又優也察也明也亦作㛑又姓出姓苑蒼案切六,,去32左
2645,翰,清開寒去,蒼案,,㛑,,詩傳云三女爲㛑又美好皃詩本亦作粲說文又作𡛝,,去32左
2645,翰,清開寒去,蒼案,,燦,,明淨皃,,去32左
2645,翰,清開寒去,蒼案,,璨,,美玉又璀璨,,去32左
2645,翰,清開寒去,蒼案,,薒,,草可爲席,,去32左
2645,翰,清開寒去,蒼案,,𪆶,,鳥名,,去32左
2646,翰,心開寒去,蘇旰,,𦇕,繖,蓋也蘇旰切又蘇旱切六,,去32左
2646,翰,心開寒去,蘇旰,,𢿨,𢿱,分離也布也說文作𢽳分離也散雜肉也今通作散又蘇旱切,,去32左
2646,翰,心開寒去,蘇旰,,散,,見上注,分離也布也說文作𢽳分離也散雜肉也今通作散又蘇旱切,去32左
2646,翰,心開寒去,蘇旰,,帴,,二幅說文帬也,,去32左
2646,翰,心開寒去,蘇旰,,䈀,,說文曰竹器也,,去32左
2646,翰,心開寒去,蘇旰,,𣀧,𩀼,說文曰繳𩀼也一曰飛散也,,去32左
2647,翰,精開寒去,則旰,,賛,贊,佐也出也助也見也說文本作贊則旰切十一,,去32左
2647,翰,精開寒去,則旰,,讃,讚,稱人之美,,去32左
2647,翰,精開寒去,則旰,,鄼,酇,縣名在南陽,,去32左
2647,翰,精開寒去,則旰,,饡,,羹和飯也,,去32左
2647,翰,精開寒去,則旰,,䟎,趲,散走,,去32左
2647,翰,精開寒去,則旰,,濽,灒,水濺,,去32左
2647,翰,精開寒去,則旰,,𡳋,𩛻,食也,,去32左
2647,翰,精開寒去,則旰,,㜺,,女從,,去32左
2647,翰,精開寒去,則旰,,𩯳,䰖,髮光澤也,,去32左
2647,翰,精開寒去,則旰,,襸,,衣好皃,,去32左
2647,翰,精開寒去,則旰,,攢,,訟也,,去32左
2648,翰,從開寒去,祖贊,徂贊,㜺,,不謹也一曰美好皃徂贊切五,,去32左
2648,翰,從開寒去,祖贊,徂贊,䏼,,禽獸食餘,,去32左
2648,翰,從開寒去,祖贊,徂贊,𣧻,,同上,禽獸食餘,去32左
2648,翰,從開寒去,祖贊,徂贊,穳,,禾肥死又在丸切,,去32左
2648,翰,從開寒去,祖贊,徂贊,𡂐,囋,譏囋嘲也又才葛切,,去32左
2649,換,匣合寒去,胡玩,,換,,易也胡玩切九,,去32左
2649,換,匣合寒去,胡玩,,逭,,逃也迭也轉也步也周也,,去32左
2649,換,匣合寒去,胡玩,,𩁧,,上同,逃也迭也轉也步也周也,去32左
2649,換,匣合寒去,胡玩,,肒,,皰肒,,去32左
2649,換,匣合寒去,胡玩,,垸,,漆骨垸也,,去32左
2649,換,匣合寒去,胡玩,,䯘,,上同,漆骨垸也,去32左
2649,換,匣合寒去,胡玩,,漶,,漫漶不可知也,,去32左
2649,換,匣合寒去,胡玩,,䀓,,睕䀓轉目又大目皃,,去32左
2649,換,匣合寒去,胡玩,,𤴯,,癰疽屬也,,去32左
2650,換,精合寒去,子筭,,𥎞,䂎,鋋也子筭切二,,去32左
2650,換,精合寒去,子筭,,鑚,鑽,錐鑽,,去32左
2651,換,影合寒去,烏貫,,惋,,驚歎烏貫切六,,去32左
2651,換,影合寒去,烏貫,,腕,,手腕,,去32左
2651,換,影合寒去,烏貫,,𦞿,𢯲,上同,手腕,去32左
2651,換,影合寒去,烏貫,,捥,,亦同,,去32左
2651,換,影合寒去,烏貫,,睕,,睕䀓大目,,去32左
2651,換,影合寒去,烏貫,,琬,,琬圭又於阮切,,去32左
2652,換,見合寒去,古玩,,貫,,事也穿也累也行也又姓漢有趙相貫高古玩切二十八,,去32左
2652,換,見合寒去,古玩,,矔,,張目,,去32左
2652,換,見合寒去,古玩,,祼,,祭名說文曰灌祭也,,去32左
2652,換,見合寒去,古玩,,館,,館舍也周禮五十里有市市有館館有積以待朝聘之客俗作舘,,去33右
2652,換,見合寒去,古玩,,瓘,,玉升左傳曰瓘斚玉瓚杜預云瓘珪也,,去33右
2652,換,見合寒去,古玩,,鑵,罐,汲水器也,,去33右
2652,換,見合寒去,古玩,,𤼐,,病也,,去33右
2652,換,見合寒去,古玩,,痯,,上同,病也,去33右
2652,換,見合寒去,古玩,,灌,,水名在廬江又聚也澆也漬也又姓漢有灌嬰,,去33右
2652,換,見合寒去,古玩,,雚,,雚雀鳥,,去33右
2652,換,見合寒去,古玩,,鸛,,上同,雚雀鳥,去33右
2652,換,見合寒去,古玩,,樌,,木叢生也,,去33右
2652,換,見合寒去,古玩,,鏆,,臂鐶,,去33右
2652,換,見合寒去,古玩,,㷄,,楚人云火,,去33右
2652,換,見合寒去,古玩,,懽,,憂無告也,,去33右
2652,換,見合寒去,古玩,,錧,,車軸頭鐵一曰江南人呼犁刃,,去33右
2652,換,見合寒去,古玩,,爟,,烽火說文曰取火於日官名舉火曰爟周禮曰司爟掌行火之政令,,去33右
2652,換,見合寒去,古玩,,遦,,行也,,去33右
2652,換,見合寒去,古玩,,冠,,冠束白虎通曰男子幼娶必冠女子幼嫁必笄又姓列仙傳有仙人冠先又音官,,去33右
2652,換,見合寒去,古玩,,觀,,樓觀釋名曰觀者於上觀望也說文曰諦視也爾雅曰觀謂之闕亦姓左傳楚有觀起又音官,,去33右
2652,換,見合寒去,古玩,,涫,,沸也,,去33右
2652,換,見合寒去,古玩,,悹,,憂也,,去33右
2652,換,見合寒去,古玩,,悺,,上同,憂也,去33右
2652,換,見合寒去,古玩,,盥,,說文曰澡手也从臼水臨皿也春秋傳曰奉匜沃盥,,去33右
2652,換,見合寒去,古玩,,棺,,殮屍又音官,,去33右
2652,換,見合寒去,古玩,,毌,,穿也,,去33右
2652,換,見合寒去,古玩,,婠,,好皃,,去33右
2652,換,見合寒去,古玩,,䘾,,袴別名,,去33右
